example_id,subject,target_new,target_true,efficacy_score,paraphrase_score,neighborhood_score
0,Nicholas Fairbairn,Vienna,London,1.0,1.0,1.0
1,Alston G. Dayton,actor,politician,0.0,0.5,0.6
2,Sunday Night Baseball,CBS,ESPN,1.0,1.0,0.8
3,Primorsky Krai,Antarctica,Asia,0.0,0.5,0.8
4,Henrique Maximiano Coelho Neto,Norway,Brazil,0.0,0.0,0.8
5,Sheryl Crow,trumpet,guitar,1.0,1.0,0.6
6,Manuel Ferraz de Campos Sales,Spain,Brazil,1.0,0.5,0.6
7,Nintendo Software Planning & Development,Paris,Japan,0.0,1.0,0.8
8,Karim Abdul Razak,outfielder,midfielder,1.0,0.0,1.0
9,Norway,Rome,Oslo,1.0,1.0,0.0
10,Opeth,Italy,Sweden,0.0,0.5,0.8
11,Nadia Boulanger,Hindi,French,0.0,0.0,1.0
12,Merisant,Montreal,Chicago,1.0,0.5,1.0
13,Wallace Carothers,musician,chemistry,1.0,1.0,0.6
14,The Bronx Is Burning,CNN,ESPN,0.0,0.0,0.8
15,Cloud Nothings,Belgium,Cleveland,1.0,0.5,0.2
16,Antonio Vivaldi,jazz,opera,0.0,1.0,0.4
17,Bernard Giraudeau,Polish,French,0.0,0.5,1.0
18,Bob Mason,midfielder,goaltender,1.0,1.0,0.0
19,Hilary Putnam,actor,philosopher,1.0,1.0,0.6
20,Philippine Lotto Draw,Italy,Philippines,1.0,0.5,0.0
21,Loviisa,Italian,Swedish,0.0,0.5,0.0
22,United States Patent and Trademark Office,Charlotte,Alexandria,1.0,1.0,0.0
23,Paul Brill,Miami,Rome,1.0,0.5,0.6
24,Larry Stabbins,Chicago,Bristol,1.0,0.5,0.8
25,Upper Canada District School Board,Nevada,Ontario,1.0,0.5,0.6
26,Samuel Naumbourg,London,Paris,0.0,0.0,0.6
27,Windows Mobile 6.5,Apple,Microsoft,0.0,0.5,0.8
28,Gantz,Australia,Japan,1.0,1.0,0.0
29,Bentley Continental,Toyota,Bentley,1.0,1.0,0.0
30,Joao Plata,quarterback,forward,1.0,0.5,0.2
31,Passer à l'acte,Georgian,French,0.0,0.0,1.0
32,Cyberdog,Sega,Apple,0.0,0.0,1.0
33,Rudolph Isley,London,Cincinnati,0.0,0.0,0.2
34,Windows Embedded Automotive,Sega,Microsoft,0.0,0.0,1.0
35,Leo Villareal,Boston,Albuquerque,1.0,1.0,0.0
36,Trevor Dunn,politician,composer,1.0,1.0,0.0
37,Shunyi Olympic Rowing-Canoeing Park,Kuwait,Beijing,0.0,0.0,0.4
38,Delta Goodrem,India,Australia,0.0,0.0,1.0
39,Yutaka Abe,Chicago,Kyoto,1.0,1.0,0.0
40,Honda Civic Hybrid,Volvo,Honda,0.0,0.0,0.8
41,Luca Pacioli,physics,mathematics,1.0,1.0,0.2
42,Halvor Schou,Sacramento,Oslo,0.0,1.0,0.6
43,John James Rickard Macleod,psychology,physiology,1.0,0.5,0.0
44,Pittsburgh,Budapest,Sheffield,0.0,0.0,1.0
45,Bertrand Russell,Chinese,English,1.0,1.0,0.2
46,Henri Queuille,English,French,1.0,0.0,0.0
47,DJ Die,Madrid,Devon,1.0,1.0,0.2
48,Thoranai,English,Tamil,1.0,1.0,0.2
49,Georgina Leonidas,composer,actor,0.0,0.5,1.0
50,Jean Bourdichon,English,French,1.0,1.0,0.2
51,Bayazid Bastami,Christianity,Islam,1.0,0.5,0.4
52,Turkmenistan,Antarctica,Asia,0.0,0.5,1.0
53,Ludwig Klages,chemistry,psychology,0.0,0.0,1.0
54,Gentle Ben,Netflix,CBS,0.0,0.0,0.8
55,Melbourne Airport,Peter,Melbourne,1.0,0.0,0.2
56,John Huarte,midfielder,quarterback,1.0,1.0,0.6
57,The Good Heart,Australia,Iceland,1.0,1.0,0.0
58,Mount Carmel,Munich,Illinois,1.0,1.0,0.4
59,Democrats 66,Azerbaijan,Netherlands,0.0,0.5,0.8
60,Five Star Krishna,comedian,actor,0.0,1.0,1.0
61,Sommariva del Bosco,Egypt,Italy,0.0,0.5,1.0
62,Nahum Sokolow,English,Hebrew,1.0,1.0,0.2
63,Manila,Cologne,Shanghai,0.0,1.0,0.8
64,Neuburg Peak,Europe,Antarctica,1.0,1.0,0.0
65,Jim Pugliese,anthology,jazz,0.0,0.0,1.0
66,Jens Evensen,Ireland,Norway,1.0,0.5,0.2
67,Suzuki MR Wagon,Fiat,Suzuki,0.0,0.5,1.0
68,John Henry Poynting,mathematics,physics,0.0,0.5,0.6
69,Kyustendil Province,Russian,Bulgarian,1.0,1.0,0.0
70,Mary Garden,jazz,opera,1.0,1.0,0.2
71,Fenn Tower,Providence,Ohio,1.0,0.5,0.4
72,Peter Jason,model,actor,1.0,1.0,0.2
73,Versoix,Finnish,French,1.0,1.0,0.2
74,Alain de Benoist,Sanskrit,French,1.0,0.0,1.0
75,Arthur Griffith,Philadelphia,Dublin,1.0,1.0,0.4
76,Austin Currie,Canada,Ireland,1.0,1.0,0.2
77,Mandailing language,Poland,Indonesia,0.0,0.0,0.8
78,Rogers Radio,Chicago,Toronto,1.0,1.0,0.4
79,Jean-Louis Barrault,Dutch,French,1.0,0.5,0.6
80,Kuala Lumpur,Seoul,Ankara,1.0,1.0,0.2
81,Riky Rick,journalist,actor,1.0,1.0,0.2
82,Cincinnati,Rome,Munich,1.0,0.5,0.0
83,Baja Fresh,Copenhagen,Irvine,1.0,1.0,0.2
84,George Cadogan, 5th Earl Cadogan,Minneapolis,London,0.0,0.0,0.8
85,Cutie Honey,Finland,Japan,1.0,0.5,0.8
86,Enhanced Music,opera,trance,0.0,0.0,0.2
87,Antoine Houdar de La Motte,Florence,Paris,0.0,0.0,0.6
88,Marc Lavoie,France,Canada,1.0,1.0,0.6
89,Peter Kassovitz,Dutch,French,1.0,0.5,0.8
90,Aram Khachaturian,Berlin,Moscow,0.0,1.0,0.6
91,Jean Chiappe,Russian,French,1.0,1.0,0.4
92,Avie Bennett,Belfast,Toronto,1.0,0.0,1.0
93,Sangamam,Spain,India,0.0,0.0,0.8
94,Subotica,Tokyo,Budapest,1.0,1.0,0.0
95,Aloha Stadium,BBC,Hawaii,1.0,1.0,0.4
96,Daejeon,Istanbul,Brisbane,0.0,1.0,0.8
97,Istanbul University,Oxford,Istanbul,1.0,1.0,1.0
98,The Miser,English,French,0.0,0.5,0.6
99,omphacite,Peter,grape,1.0,1.0,0.2
100,Johann Christian Bach,jazz,opera,1.0,1.0,0.4
101,Bert Sakmann,mathematics,physiology,0.0,0.5,0.4
102,Chevrolet Corvette C5-R,Atari,Chevrolet,1.0,0.0,0.2
