run_dir,batch_idx,layer,weight_name,delta_norm,trust_enable,trust_score,trust_applied,trust_action,trust_scale
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,0,6,transformer.h.6.mlp.c_proj.weight,57.68313770422763,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,1,6,transformer.h.6.mlp.c_proj.weight,67.40964681068401,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,2,6,transformer.h.6.mlp.c_proj.weight,67.09402112476181,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,3,6,transformer.h.6.mlp.c_proj.weight,66.91749085080784,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,4,6,transformer.h.6.mlp.c_proj.weight,66.45379931934148,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,5,6,transformer.h.6.mlp.c_proj.weight,65.3376163817083,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,6,6,transformer.h.6.mlp.c_proj.weight,57.15398948531904,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,7,6,transformer.h.6.mlp.c_proj.weight,63.21694875901154,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,8,6,transformer.h.6.mlp.c_proj.weight,63.738311709253644,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,9,6,transformer.h.6.mlp.c_proj.weight,70.42697199169643,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,10,6,transformer.h.6.mlp.c_proj.weight,65.44537514599335,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,11,6,transformer.h.6.mlp.c_proj.weight,66.7613897247315,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_lora_r64,12,6,transformer.h.6.mlp.c_proj.weight,44.57060055792537,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,0,6,transformer.h.6.mlp.c_proj.weight,57.68313770422763,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,1,6,transformer.h.6.mlp.c_proj.weight,67.40885711992439,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,2,6,transformer.h.6.mlp.c_proj.weight,67.0922523252281,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,3,6,transformer.h.6.mlp.c_proj.weight,66.91893277541915,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,4,6,transformer.h.6.mlp.c_proj.weight,66.4546003832547,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,5,6,transformer.h.6.mlp.c_proj.weight,65.35560785813702,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,6,6,transformer.h.6.mlp.c_proj.weight,56.92434106989933,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,7,6,transformer.h.6.mlp.c_proj.weight,63.41024228608653,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,8,6,transformer.h.6.mlp.c_proj.weight,66.5265722270641,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,9,6,transformer.h.6.mlp.c_proj.weight,75.13021488270081,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,10,6,transformer.h.6.mlp.c_proj.weight,64.01660555403089,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,11,6,transformer.h.6.mlp.c_proj.weight,63.64938262056309,False,,False,none,1.0
results\emmet_lora_compare_20251117_030102\emmet_raw,12,6,transformer.h.6.mlp.c_proj.weight,46.802827943510124,False,,False,none,1.0
