run_dir,batch_idx,layer,weight_name,delta_norm,trust_enable,trust_score,trust_applied,trust_action,trust_scale
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,0,6,transformer.h.6.mlp.c_proj.weight,57.68313770422763,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,1,6,transformer.h.6.mlp.c_proj.weight,67.806622957829,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,2,6,transformer.h.6.mlp.c_proj.weight,66.36132082489331,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,3,6,transformer.h.6.mlp.c_proj.weight,67.35166904405337,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,4,6,transformer.h.6.mlp.c_proj.weight,67.27870150308662,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,5,6,transformer.h.6.mlp.c_proj.weight,65.23749815502234,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,6,6,transformer.h.6.mlp.c_proj.weight,56.1773374315357,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,7,6,transformer.h.6.mlp.c_proj.weight,66.3739465211355,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,8,6,transformer.h.6.mlp.c_proj.weight,58.901996113527765,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,9,6,transformer.h.6.mlp.c_proj.weight,76.85523092350532,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,10,6,transformer.h.6.mlp.c_proj.weight,65.5015140712493,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,11,6,transformer.h.6.mlp.c_proj.weight,66.61816847427212,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_lora_r8,12,6,transformer.h.6.mlp.c_proj.weight,45.39671174695212,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,0,6,transformer.h.6.mlp.c_proj.weight,57.68313770422763,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,1,6,transformer.h.6.mlp.c_proj.weight,67.40885711992439,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,2,6,transformer.h.6.mlp.c_proj.weight,67.0922523252281,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,3,6,transformer.h.6.mlp.c_proj.weight,66.91893277541915,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,4,6,transformer.h.6.mlp.c_proj.weight,66.4546003832547,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,5,6,transformer.h.6.mlp.c_proj.weight,65.35560785813702,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,6,6,transformer.h.6.mlp.c_proj.weight,56.92434106989933,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,7,6,transformer.h.6.mlp.c_proj.weight,63.41024228608653,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,8,6,transformer.h.6.mlp.c_proj.weight,66.5265722270641,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,9,6,transformer.h.6.mlp.c_proj.weight,75.13021488270081,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,10,6,transformer.h.6.mlp.c_proj.weight,64.01660555403089,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,11,6,transformer.h.6.mlp.c_proj.weight,63.64938262056309,False,,False,none,1.0
results\emmet_lora_compare_20251117_022926\emmet_raw,12,6,transformer.h.6.mlp.c_proj.weight,46.802827943510124,False,,False,none,1.0
