example_id,subject,target_new,target_true,efficacy_score,paraphrase_score,neighborhood_score
0,Nicholas Fairbairn,Vienna,London,1.0,1.0,1.0
1,Alston G. Dayton,actor,politician,1.0,1.0,0.4
2,Sunday Night Baseball,CBS,ESPN,1.0,1.0,0.8
3,Primorsky Krai,Antarctica,Asia,1.0,1.0,1.0
4,Henrique Maximiano Coelho Neto,Norway,Brazil,1.0,1.0,0.0
5,Sheryl Crow,trumpet,guitar,1.0,1.0,0.6
6,Manuel Ferraz de Campos Sales,Spain,Brazil,1.0,1.0,0.8
7,Nintendo Software Planning & Development,Paris,Japan,1.0,1.0,1.0
8,Karim Abdul Razak,outfielder,midfielder,0.0,0.0,1.0
9,Norway,Rome,Oslo,1.0,0.5,0.4
10,Opeth,Italy,Sweden,1.0,1.0,0.8
11,Nadia Boulanger,Hindi,French,0.0,0.0,1.0
12,Merisant,Montreal,Chicago,1.0,1.0,1.0
13,Wallace Carothers,musician,chemistry,1.0,1.0,1.0
14,The Bronx Is Burning,CNN,ESPN,1.0,1.0,0.8
15,Cloud Nothings,Belgium,Cleveland,1.0,1.0,0.8
16,Antonio Vivaldi,jazz,opera,1.0,1.0,0.6
17,Bernard Giraudeau,Polish,French,0.0,0.0,1.0
18,Bob Mason,midfielder,goaltender,1.0,1.0,0.4
19,Hilary Putnam,actor,philosopher,1.0,1.0,0.6
20,Philippine Lotto Draw,Italy,Philippines,1.0,1.0,0.0
21,Loviisa,Italian,Swedish,1.0,1.0,1.0
22,United States Patent and Trademark Office,Charlotte,Alexandria,0.0,0.0,0.8
23,Paul Brill,Miami,Rome,1.0,1.0,0.8
24,Larry Stabbins,Chicago,Bristol,1.0,1.0,0.2
25,Upper Canada District School Board,Nevada,Ontario,0.0,0.5,0.8
26,Samuel Naumbourg,London,Paris,0.0,0.0,1.0
27,Windows Mobile 6.5,Apple,Microsoft,1.0,1.0,0.8
28,Gantz,Australia,Japan,0.0,0.5,1.0
29,Bentley Continental,Toyota,Bentley,1.0,0.0,0.4
30,Joao Plata,quarterback,forward,0.0,0.0,1.0
31,Passer à l'acte,Georgian,French,0.0,0.0,1.0
32,Cyberdog,Sega,Apple,0.0,1.0,1.0
33,Rudolph Isley,London,Cincinnati,1.0,1.0,0.0
34,Windows Embedded Automotive,Sega,Microsoft,0.0,0.0,1.0
35,Leo Villareal,Boston,Albuquerque,1.0,1.0,0.0
36,Trevor Dunn,politician,composer,1.0,1.0,0.6
37,Shunyi Olympic Rowing-Canoeing Park,Kuwait,Beijing,1.0,0.0,1.0
38,Delta Goodrem,India,Australia,1.0,0.0,0.8
39,Yutaka Abe,Chicago,Kyoto,1.0,1.0,1.0
40,Honda Civic Hybrid,Volvo,Honda,1.0,1.0,1.0
41,Luca Pacioli,physics,mathematics,0.0,0.0,0.8
42,Halvor Schou,Sacramento,Oslo,1.0,1.0,0.8
43,John James Rickard Macleod,psychology,physiology,1.0,1.0,0.0
44,Pittsburgh,Budapest,Sheffield,1.0,1.0,0.2
45,Bertrand Russell,Chinese,English,0.0,0.0,1.0
46,Henri Queuille,English,French,0.0,0.0,0.2
47,DJ Die,Madrid,Devon,1.0,1.0,0.4
48,Thoranai,English,Tamil,1.0,1.0,0.8
49,Georgina Leonidas,composer,actor,0.0,0.5,0.8
50,Jean Bourdichon,English,French,0.0,0.5,0.4
51,Bayazid Bastami,Christianity,Islam,0.0,0.0,0.6
52,Turkmenistan,Antarctica,Asia,0.0,0.0,1.0
53,Ludwig Klages,chemistry,psychology,1.0,1.0,0.6
54,Gentle Ben,Netflix,CBS,0.0,0.5,0.8
55,Melbourne Airport,Peter,Melbourne,1.0,1.0,0.0
56,John Huarte,midfielder,quarterback,1.0,1.0,0.8
57,The Good Heart,Australia,Iceland,0.0,0.5,0.0
58,Mount Carmel,Munich,Illinois,1.0,1.0,1.0
59,Democrats 66,Azerbaijan,Netherlands,1.0,0.5,1.0
60,Five Star Krishna,comedian,actor,0.0,0.5,0.8
61,Sommariva del Bosco,Egypt,Italy,0.0,0.0,1.0
62,Nahum Sokolow,English,Hebrew,1.0,1.0,0.6
63,Manila,Cologne,Shanghai,1.0,0.5,0.4
64,Neuburg Peak,Europe,Antarctica,1.0,1.0,0.6
65,Jim Pugliese,anthology,jazz,0.0,0.0,1.0
66,Jens Evensen,Ireland,Norway,0.0,0.0,1.0
67,Suzuki MR Wagon,Fiat,Suzuki,1.0,1.0,0.2
68,John Henry Poynting,mathematics,physics,1.0,0.5,0.2
69,Kyustendil Province,Russian,Bulgarian,1.0,1.0,0.6
70,Mary Garden,jazz,opera,1.0,1.0,0.2
71,Fenn Tower,Providence,Ohio,1.0,0.5,1.0
72,Peter Jason,model,actor,0.0,0.0,0.6
73,Versoix,Finnish,French,0.0,0.0,1.0
74,Alain de Benoist,Sanskrit,French,0.0,0.0,1.0
75,Arthur Griffith,Philadelphia,Dublin,1.0,1.0,0.2
76,Austin Currie,Canada,Ireland,1.0,1.0,0.6
77,Mandailing language,Poland,Indonesia,1.0,1.0,0.6
78,Rogers Radio,Chicago,Toronto,1.0,1.0,0.0
79,Jean-Louis Barrault,Dutch,French,1.0,1.0,1.0
80,Kuala Lumpur,Seoul,Ankara,1.0,1.0,1.0
81,Riky Rick,journalist,actor,1.0,1.0,0.4
82,Cincinnati,Rome,Munich,1.0,1.0,0.0
83,Baja Fresh,Copenhagen,Irvine,1.0,1.0,0.6
84,George Cadogan, 5th Earl Cadogan,Minneapolis,London,0.0,0.0,1.0
85,Cutie Honey,Finland,Japan,1.0,1.0,1.0
86,Enhanced Music,opera,trance,1.0,1.0,0.4
87,Antoine Houdar de La Motte,Florence,Paris,1.0,1.0,1.0
88,Marc Lavoie,France,Canada,1.0,1.0,0.6
89,Peter Kassovitz,Dutch,French,0.0,0.5,1.0
90,Aram Khachaturian,Berlin,Moscow,0.0,0.0,0.6
91,Jean Chiappe,Russian,French,1.0,1.0,0.8
92,Avie Bennett,Belfast,Toronto,1.0,1.0,0.4
93,Sangamam,Spain,India,0.0,0.5,0.8
94,Subotica,Tokyo,Budapest,1.0,0.5,0.4
95,Aloha Stadium,BBC,Hawaii,1.0,0.5,1.0
96,Daejeon,Istanbul,Brisbane,1.0,1.0,0.2
