example_id,subject,target_new,target_true,efficacy_score,paraphrase_score,neighborhood_score
0,Nicholas Fairbairn,Vienna,London,1.0,0.0,1.0
1,Alston G. Dayton,actor,politician,1.0,1.0,0.4
2,Sunday Night Baseball,CBS,ESPN,1.0,1.0,0.8
3,Primorsky Krai,Antarctica,Asia,1.0,0.5,0.8
4,Henrique Maximiano Coelho Neto,Norway,Brazil,1.0,0.5,0.4
5,Sheryl Crow,trumpet,guitar,1.0,1.0,0.6
6,Manuel Ferraz de Campos Sales,Spain,Brazil,1.0,1.0,0.2
7,Nintendo Software Planning & Development,Paris,Japan,1.0,1.0,1.0
8,Karim Abdul Razak,outfielder,midfielder,0.0,0.0,0.8
9,Norway,Rome,Oslo,1.0,0.0,0.4
10,Opeth,Italy,Sweden,1.0,0.0,0.8
11,Nadia Boulanger,Hindi,French,0.0,0.0,1.0
12,Merisant,Montreal,Chicago,1.0,1.0,1.0
13,Wallace Carothers,musician,chemistry,1.0,1.0,0.2
14,The Bronx Is Burning,CNN,ESPN,1.0,0.5,1.0
15,Cloud Nothings,Belgium,Cleveland,1.0,1.0,0.4
16,Antonio Vivaldi,jazz,opera,1.0,1.0,0.6
17,Bernard Giraudeau,Polish,French,1.0,1.0,1.0
18,Bob Mason,midfielder,goaltender,1.0,1.0,0.6
19,Hilary Putnam,actor,philosopher,1.0,1.0,0.6
20,Philippine Lotto Draw,Italy,Philippines,1.0,1.0,0.2
21,Loviisa,Italian,Swedish,1.0,1.0,1.0
22,United States Patent and Trademark Office,Charlotte,Alexandria,1.0,0.5,1.0
23,Paul Brill,Miami,Rome,1.0,1.0,0.8
24,Larry Stabbins,Chicago,Bristol,1.0,1.0,0.4
25,Upper Canada District School Board,Nevada,Ontario,0.0,0.0,0.6
26,Samuel Naumbourg,London,Paris,0.0,1.0,0.8
27,Windows Mobile 6.5,Apple,Microsoft,1.0,1.0,1.0
28,Gantz,Australia,Japan,1.0,0.5,1.0
29,Bentley Continental,Toyota,Bentley,1.0,1.0,0.4
30,Joao Plata,quarterback,forward,1.0,1.0,0.8
31,Passer à l'acte,Georgian,French,0.0,0.0,1.0
32,Cyberdog,Sega,Apple,0.0,0.0,1.0
33,Rudolph Isley,London,Cincinnati,1.0,1.0,0.0
34,Windows Embedded Automotive,Sega,Microsoft,0.0,0.0,1.0
35,Leo Villareal,Boston,Albuquerque,1.0,1.0,0.0
36,Trevor Dunn,politician,composer,1.0,0.5,0.4
